Index,Title,Recommendation,Company Engagement,Has Device,Number of Companies,Is Unique Company
IPG721,Liposuction for chronic lipoedema , Evidence on the safety of liposuction for chronic lipoedema is inadequate but raises concerns of major adverse events such as fluid imbalance fat embolism deep vein thrombosis and toxicity from local anaesthetic agents Evidence on the efficacy is also inadequate based mainly on retrospective studies with methodological limitations Therefore this procedure should only be used in the context of research Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure.,1
IPG722,Intramedullary distraction for upper limb lengthening , Evidence on the safety and efficacy of intramedullary distraction for upper limb lengthening is inadequate in quantity and quality But because this is a rare condition with limited alternative treatments the procedure can be considered as long as special arrangements for clinical governance consent and audit or research are in place Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure. NICE received 2 completed submissions. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG723,Liposuction for chronic lymphoedema , Evidence on the efficacy and safety of liposuction for chronic lymphoedema is adequate The evidence on safety shows that the potential risks include venous thromboembolism fat embolism and fluid overload This procedure can be used provided that standard arrangements are in place for clinical governance consent and audit Find out what standard arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure.,1
IPG724,Personalised external aortic root support (PEARS) using mesh to prevent aortic root expansion and aortic dissection in people with Marfan syndrome , Evidence is adequate on the short-term safety and efficacy of personalised external aortic root support PEARS using mesh to prevent aortic root expansion and aortic dissection in people with Marfan syndrome Evidence on long-term outcomes is limited in quantity and quality Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure.,1
IPG725,Endoanchoring systems in endovascular aortic aneurysm repair , For people with unfavourable aneurysm morphology needing an endovascular aortic aneurysm repair EVAR as a primary procedure or for people with an existing EVAR who need a secondary procedure evidence on the safety of using endoanchoring systems is adequate Evidence on efficacy is limited in quantity and quality Therefore for these people this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure.,1
IPG726,Supercapsular percutaneously assisted total hip arthroplasty for osteoarthritis , Evidence on the safety and efficacy of supercapsular percutaneously assisted total hip arthroplasty for osteoarthritis is limited in quality and quantity Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure.,1
IPG727,Synthetic cartilage implant insertion for first metatarsophalangeal joint osteoarthritis (hallux rigidus) , For people with advanced disease for whom arthrodesis is indicated evidence on the safety of synthetic cartilage implant insertion for first metatarsophalangeal joint osteoarthritis hallux rigidus shows no major safety concerns in the short term But evidence on efficacy is limited in quantity and quality Therefore for these people this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure. NICE received 1 completed submission. ,1,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure.,1
IPG728,Vertebral body tethering for idiopathic scoliosis in children and young people , Evidence on the safety of vertebral body tethering for idiopathic scoliosis in children and young people is limited but raises concerns of serious complications Evidence on its efficacy is inadequate in quality and quantity Therefore this procedure should only be used in the context of research Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG729,Nerve graft for corneal denervation , Evidence on the safety of nerve graft for corneal denervation is limited but raises no major safety concerns Evidence on efficacy is limited in quantity and quality Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,Not required for this procedure. ,0,,0
IPG730,Transcatheter tricuspid valve annuloplasty for tricuspid regurgitation , For people with severe and symptomatic tricuspid regurgitation evidence on the efficacy of transcatheter tricuspid valve annuloplasty is limited in quantity and quality Evidence on its safety shows there are serious but well-recognised complications Therefore for these people this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure.,1
IPG731,Transcatheter tricuspid valve leaflet repair for tricuspid regurgitation , For people with severe and symptomatic tricuspid regurgitation evidence on the efficacy of transcatheter tricuspid valve leaflet repair is limited in quantity and quality Evidence on its safety shows there are serious but well-recognised complications Therefore for these people this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 6 companies who manufacture a potentially relevant device for use in this procedure. NICE received 2 completed submissions. These were considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 6 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG732,Bioresorbable stent implantation to treat coronary artery disease , Evidence on the efficacy of bioresorbable stent implantation to treat coronary artery disease is inadequate Evidence on its safety has shown an increased risk of serious complications in the longer term This includes an increased risk of myocardial infarction and death with some types of bioresorbable stents Therefore this procedure should only be used in the context of research Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to 4 companies who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 4 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG733,Aortic remodelling hybrid stent insertion during surgical repair of an acute type A aortic dissection , Evidence on the safety and efficacy of aortic remodelling hybrid stent insertion during surgical repair of an acute type A aortic dissection is limited in quantity and quality Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 3 companies who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 3 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG734,Focal resurfacing implants to treat articular cartilage damage in the knee , Evidence on the efficacy of focal resurfacing implants to treat articular cartilage damage in the knee is limited in quality and quantity Short-term evidence shows no major safety concerns but long-term evidence on safety is limited in quality and quantity Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 3 companies who manufacture a potentially relevant device for use in this procedure. NICE received 2 completed submissions. These were considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 3 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG735,Transcutaneous electrical neuromuscular stimulation for urinary incontinence , Evidence on the safety of transcutaneous electrical neuromuscular stimulation for urinary incontinence raises no major safety concerns Evidence on its efficacy is limited in quantity and quality Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure.,1
IPG737,Prostatic urethral temporary implant insertion for lower urinary tract symptoms caused by benign prostatic hyperplasia , Evidence on the safety and efficacy of prostatic urethral temporary implant insertion for lower urinary tract symptoms caused by benign prostatic hyperplasia is limited in quantity and quality Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. IP 1701/2   caused by benign prostatic hyperplasia Notice of rights.   ,1,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure.,1
IPG738,"Removal, preservation and subsequent reimplantation of ovarian tissue to prevent symptoms from the menopause ", Evidence on the safety and efficacy of removal preservation and subsequent reimplantation of ovarian tissue to prevent symptoms from the menopause is inadequate in quality and quantity Therefore this procedure should not be done unless it is part of a formal research study with appropriate governance and ethics approval Find out what only in research means on the NICE interventional procedures guidance page ,Not relevant for this procedure. ,0,,0
IPG739,Neurostimulation of lumbar muscles for refractory non-specific chronic low back pain , Evidence on the efficacy and safety of neurostimulation of lumbar muscles for refractory non-specific chronic low back pain is limited in quantity and quality Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure.,1
IPG740,Transcutaneous electrical stimulation of the supraorbital nerve for treating and preventing migraine , Evidence on the safety of transcutaneous electrical stimulation of the supraorbital nerve for treating and preventing migraine is adequate and raises no major safety concerns For efficacy  The evidence for treating an acute migraine attack is adequate but for treating subsequent attacks is limited in quality and quantity So for treating acute migraine this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page  The evidence for preventing migraine is inadequate in quality So for preventing migraine this procedure should only be used in the context of research Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG741,YAG laser vitreolysis for symptomatic vitreous floaters , Evidence on the safety and efficacy of YAG laser vitreolysis for symptomatic vitreous floaters is inadequate in quality and quantity Therefore this procedure should only be used in the context of research Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG742,Extracorporeal shockwave therapy for calcific tendinopathy in the shoulder , Evidence on the safety of extracorporeal shockwave therapy for calcific tendinopathy in the shoulder shows no major safety concerns in the short term Evidence on efficacy is inadequate Therefore this procedure should only be used in the context of research Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to 8 companies who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 8 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG743,Percutaneous ultrasound-guided microwave ablation for symptomatic benign thyroid nodules , Evidence on the safety of percutaneous ultrasound-guided microwave ablation for symptomatic benign thyroid nodules shows some well-recognised complications Evidence on efficacy is adequate Therefore this procedure can be used provided standard arrangements are in place for clinical governance consent and audit Find out what standard arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 3 companies who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 3 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG745,Ab interno canaloplasty for open-angle glaucoma , Evidence on the safety of ab interno canaloplasty for open-angle glaucoma shows no major safety concerns Evidence on the efficacy is limited in quality and quantity particularly in the long term Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure. NICE received 2 completed submissions. These were considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG746,Tunnelled peritoneal drainage catheter insertion for refractory ascites in cirrhosis , Evidence on the safety of long-term tunnelled peritoneal drainage catheter insertion for refractory ascites in cirrhosis is limited but shows well-recognised complications Evidence on the efficacy is limited in quantity and quality Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 6 companies who manufacture a potentially relevant device for use in this procedure. NICE received 2 completed submissions. These was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 6 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG747,Percutaneous image-guided cryoablation of peripheral neuroma for chronic pain , Evidence on the safety and efficacy of percutaneous image-guided cryoablation of peripheral neuroma for chronic pain is inadequate in quality and quantity Therefore this procedure should only be used in the context of research Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG748,Transcutaneous electrical stimulation of the trigeminal nerve for ADHD , Evidence on the safety and efficacy of transcutaneous electrical stimulation of the trigeminal nerve for attention deficit hyperactivity disorder ADHD is inadequate in quality and quantity Therefore this procedure should only be used in the context of research Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure. NICE received 0 completed submissions. ,1,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure.,1
IPG749,Laparoscopic insertion of a magnetic ring for gastro-oesophageal reflux disease , Evidence on the safety and efficacy of laparoscopic insertion of a magnetic ring for gastro-oesophageal reflux disease GORD is adequate to support using this procedure provided that standard arrangements are in place for clinical governance consent and audit Find out what standard arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure.,1
IPG750,Trabeculectomy with a biodegradable collagen matrix implant for glaucoma , Evidence on the safety and efficacy of trabeculectomy with biodegradable collagen matrix implant for glaucoma is adequate to support using this procedure provided that standard arrangements are in place for clinical governance consent and audit Find out what standard arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure.,1
IPG751,Transvenous obliteration for gastric varices , Evidence on the safety and efficacy of transvenous obliteration of gastric varices is adequate in the short term but limited in the long term Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure. NICE received no completed submissions. ,1,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure.,1
IPG752,Biodegradable spacer insertion to reduce rectal toxicity during radiotherapy for prostate cancer , Evidence on the safety and efficacy of biodegradable spacer insertion to reduce rectal toxicity during radiotherapy for prostate cancer is limited in quality Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 3 companies who manufacture a potentially relevant device for use in this procedure. NICE received 2 completed submissions. These were considered by the IP team and any relevant points have been taken into consideration when preparing this overview. IP 1316/2   prostate cancer  ,1,A structured information request was sent to 3 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG753,Endoluminal gastroplication for gastro-oesophageal reflux disease , Evidence on the safety of endoluminal gastroplication for gastro-oesophageal reflux disease is adequate However evidence on its efficacy is inadequate in quality particularly in terms of patient selection and long-term outcomes Therefore this procedure should be used only in research Find out what only in research means on the NICE interventional procedures guidance page ,A structured information request was sent to 3 companies who manufacture a potentially relevant device for use in this procedure. NICE received 0 completed submissions. ,1,A structured information request was sent to 3 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG754,Percutaneous transluminal renal sympathetic denervation for resistant hypertension , Percutaneous transluminal renal sympathetic denervation for resistant hypertension should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure. NICE received 2 completed submissions. These were considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG755,Percutaneous thoracic duct embolisation for persistent chyle leak , Evidence on the safety and efficacy of percutaneous thoracic duct embolisation for persistent chyle leak is limited in quantity and quality Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,"There is no specific device used for this procedure. Therefore, no structured information requests were sent to companies.  ",0,There is no specific device used for this procedure.,0
IPG756,Focal therapy using high-intensity focused ultrasound for localised prostate cancer , Evidence on the safety of focal therapy using high-intensity focused ultrasound for localised prostate cancer is adequate but evidence on its efficacy is limited Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure. NICE received 3 submissions (2 submissions from 1 company). One of the submissions was received after the consultation closed. All submissions were considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG757,Maximal cytoreductive surgery for advanced ovarian cancer , Evidence on the safety and efficacy of maximal cytoreductive surgery for advanced ovarian cancer is adequate to support using this procedure provided that standard arrangements are in place for clinical governance consent and audit Find out what standard arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 1 company who manufactures a potentially relevant device for use in this procedure.,1
IPG758,Radiofrequency ablation for palliation of painful spinal metastases , Evidence on the safety and efficacy of radiofrequency ablation for palliation of painful spinal metastases is limited in quantity and quality Therefore this procedure should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure. NICE received 2 completed submissions. These was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG759,Radiofrequency ablation as an adjunct to balloon kyphoplasty or percutaneous vertebroplasty for palliation of painful spinal metastases , Evidence on the safety and efficacy of radiofrequency ablation as an adjunct to balloon kyphoplasty or percutaneous vertebroplasty for palliation of painful spinal metastases is adequate to support using this procedure provided that standard arrangements are in place for clinical governance consent and audit Find out what standard arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure. NICE received 2 completed submissions. These was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,A structured information request was sent to 2 companies who manufacture a potentially relevant device for use in this procedure.,0
IPG760,Daytime intraoral neuromuscular electrical tongue stimulation using a removable device for obstructive sleep apnoea , Evidence on the safety and efficacy of daytime intraoral neuromuscular electrical tongue stimulation using a removable device for obstructive sleep apnoea is inadequate in quality and quantity So this procedure should be used only in research Find out what only in research means on the NICE interventional procedures guidance page ,NICE asked a company who manufacture a device potentially relevant to this procedure for information on it. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,NICE asked a company who manufacture a device potentially relevant to this procedure for information on it.,0
IPG761,Endoscopic ultrasound-guided biliary drainage for biliary obstruction , Evidence on the safety and efficacy of endoscopic ultrasound-guided biliary drainage EUS-BD for biliary obstruction caused by distal malignant disease is adequate to support using this procedure This is provided that standard arrangements are in place for clinical governance consent and audit Find out what standard arrangements mean on the NICE interventional procedures guidance page ,NICE asked companies who manufacture a device potentially relevant to this procedure for information on it. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. IP1879    ,1,NICE asked companies who manufacture a device potentially relevant to this procedure for information on it.,0
IPG762,Intramuscular diaphragm stimulation for ventilator-dependent chronic respiratory failure from high spinal cord injuries , Intramuscular diaphragm stimulation for ventilator-dependent chronic respiratory failure from high spinal cord injuries should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,NICE asked companies who manufacture a device potentially relevant to this procedure for information on it. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,NICE asked companies who manufacture a device potentially relevant to this procedure for information on it.,0
IPG763,Intraoperative electron beam radiotherapy for locally advanced and locally recurrent colorectal cancer , Evidence on the safety of intraoperative electron beam radiotherapy for locally advanced and locally recurrent colorectal cancer is adequate Evidence on efficacy is inadequate in quality and quantity Therefore this procedure should only be used in the context of research Find out what only in research means on the NICE interventional procedures guidance page ,NICE asked companies who manufacture a device potentially relevant to this procedure for information on it. NICE received 1 completed submission. This was considered by the interventional procedures team and any relevant points have been taken into consideration when preparing this overview. ,1,NICE asked companies who manufacture a device potentially relevant to this procedure for information on it.,0
IPG764,Endoscopic ultrasound-guided gallbladder drainage for acute cholecystitis when surgery is not an option , Endoscopic ultrasound-guided gallbladder drainage for acute cholecystitis can be used when surgery is not an option if standard arrangements are in place for clinical governance consent and audit Find out what standard arrangements mean on the NICE interventional procedures guidance page  For auditing the outcomes of this procedure the main efficacy and safety outcomes identified in this guidance can be entered into NICEs interventional procedure outcomes audit tool for use at local discretion  This technically challenging procedure should only be done in specialist centres by clinicians trained and experienced in using this procedure for gallbladder drainage ,NICE asked companies who manufacture a device potentially relevant to this procedure for information on it. NICE received 1 completed submission. This was IP1912   surgery is not an option considered by the IP team and any relevant points have been taken into consideration when preparing this overview.  ,1,NICE asked companies who manufacture a device potentially relevant to this procedure for information on it.,0
IPG765,Minimally invasive fusionless posterior-approach surgery to correct idiopathic scoliosis in children and young people , Minimally invasive fusionless posterior-approach surgery to correct idiopathic scoliosis in children and young people should be used only in research Find out what only in research means on the NICE interventional procedures guidance page  Further research should include  patient selection in terms of age skeletal maturity and site and degree of scoliosis  the technique and device including version used  patient-reported outcomes  potential damage from local inflammatory processes including metallosis and systemic metal poisoning  long-term movement in the thoracic spine  long-term complications for the lifetime of the device ,NICE asked companies who manufacture a device potentially relevant to this procedure for information on it. NICE received one completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,NICE asked companies who manufacture a device potentially relevant to this procedure for information on it.,0
IPG766,Botulinum toxin type A injections into the urethral sphincter for idiopathic chronic non-obstructive urinary retention , For people with idiopathic chronic non-obstructive urinary retention caused by external urethral sphincter dysfunction also known as Fowlers syndrome in younger women and people with female anatomy primary disorder of urethral sphincter relaxation or high-tone non-relaxing urethral sphincter botulinum toxin type A injections into the urethral sphincter should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,"There is no specific device used for this procedure. Therefore, no structured information requests were sent to companies.  ",0,There is no specific device used for this procedure.,0
IPG767,Radiofrequency denervation for osteoarthritic knee pain , Radiofrequency denervation for osteoarthritic knee pain may be used if standard arrangements are in place for clinical governance consent and audit Find out what standard arrangements mean on the NICE interventional procedures guidance page  The procedure should only be done by clinicians with specific training and experience in this procedure  For auditing the outcomes of this procedure the main efficacy and safety outcomes identified in this guidance can be entered into NICEs interventional procedure outcomes audit tool for use at local discretion ,NICE asked companies who manufacture a device potentially relevant to this procedure for information on it. NICE received 2 completed submissions. These were considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,NICE asked companies who manufacture a device potentially relevant to this procedure for information on it.,0
IPG768,Irreversible electroporation for treating prostate cancer , Irreversible electroporation for treating prostate cancer should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure. NICE did not receive the completed submission. ,1,A structured information request was sent to 1 company who manufacture a potentially relevant device for use in this procedure.,1
IPG769,Aortic valve reconstruction with glutaraldehyde-treated autologous pericardium for aortic valve disease , Aortic valve reconstruction with glutaraldehyde-treated autologous pericardium for aortic valve disease should be used only in research Find out what only in research means on the NICE interventional procedures guidance page  Further research could include the analysis of registry data or similar observational data to investigate patient selection and long-term outcomes particularly the durability of the valve Randomised controlled trials would also be useful to address uncertainties ,NICE asked companies who manufacture a device potentially relevant to this procedure for information on it. NICE received 1 completed submission. This was IP1359    for aortic valve disease Notice of rights.   considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,NICE asked companies who manufacture a device potentially relevant to this procedure for information on it.,0
IPG770,Transurethral water-jet ablation for lower urinary tract symptoms caused by benign prostatic hyperplasia , Transurethral water-jet ablation for lower urinary tract symptoms caused by benign prostatic hyperplasia BPH may be used if standard arrangements are in place for clinical governance consent and audit Find out what standard arrangements mean on the NICE interventional procedures guidance page ,NICE asked companies who manufacture a device potentially relevant to this procedure for information on it. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,NICE asked companies who manufacture a device potentially relevant to this procedure for information on it.,0
IPG771,Cryotherapy for chronic rhinitis , Cryotherapy for chronic rhinitis should be used only in research Find out what only in research means on the NICE interventional procedures guidance page  Further research should report details of patient selection duration of the effect including whether repeat procedures are needed and long-term outcomes ,NICE asked companies who manufacture a device potentially relevant to this procedure for information on it. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,NICE asked companies who manufacture a device potentially relevant to this procedure for information on it.,0
IPG773,Percutaneous deep venous arterialisation for chronic limb-threatening ischaemia , Percutaneous deep venous arterialisation for chronic limb-threatening ischaemia in people with limited treatment options should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,NICE asked companies who manufacture a device potentially relevant to this procedure for information on it. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,NICE asked companies who manufacture a device potentially relevant to this procedure for information on it.,0
IPG774,Vaginal transluminal endoscopic hysterectomy and adnexal surgery for benign gynaecological conditions , Vaginal transluminal endoscopic hysterectomy and adnexal surgery for benign gynaecological conditions should only be used with special arrangements for clinical governance consent and audit or research Find out what special arrangements mean on the NICE interventional procedures guidance page ,NICE asked companies who manufacture a device potentially relevant to this procedure for information on it. NICE received 1 completed submission. This was considered by the IP team and any relevant points have been taken into consideration when preparing this overview. ,1,NICE asked companies who manufacture a device potentially relevant to this procedure for information on it.,0
